Mod:Item:MetaData, Localized Name
gregtech:gt.meta.gem:8304, oredict.gemSapphire.name
gregtech:gt.meta.gem:8305, oredict.gemGreenSapphire.name
gregtech:gt.meta.gem:8306, oredict.gemTopaz.name
gregtech:gt.meta.gem:8307, oredict.gemBlueTopaz.name
gregtech:gt.meta.gem:8308, oredict.gemTanzanite.name
gregtech:gt.meta.gem:8309, oredict.gemJasper.name
gregtech:gt.meta.gem:8311, oredict.gemOlivine.name
gregtech:gt.meta.gem:8312, oredict.gemOpal.name
gregtech:gt.meta.gem:8313, oredict.gemAmethyst.name
gregtech:gt.meta.gem:8314, oredict.gemOrangeSapphire.name
gregtech:gt.meta.gem:8315, oredict.gemYellowSapphire.name
gregtech:gt.meta.gem:8316, oredict.gemVinteum.name
gregtech:gt.meta.gem:8317, oredict.gemDilithium.name
gregtech:gt.meta.gem:8321, oredict.gemJade.name
gregtech:gt.meta.gem:8322, oredict.gemCraponite.name
gregtech:gt.meta.gem:8323, oredict.gemAquamarine.name
gregtech:gt.meta.gem:8324, oredict.gemMorganite.name
gregtech:gt.meta.gem:8325, oredict.gemDioptase.name
gregtech:gt.meta.gem:8326, oredict.gemSpinel.name
gregtech:gt.meta.gem:8328, oredict.gemBlueSapphire.name
gregtech:gt.meta.gem:8330, oredict.gemLazurite.name
gregtech:gt.meta.gem:8331, oredict.gemSodalite.name
gregtech:gt.meta.gem:8338, oredict.gemMonazite.name
gregtech:gt.meta.gem:8343, oredict.gemForce.name
gregtech:gt.meta.gem:8344, oredict.gemForcicium.name
gregtech:gt.meta.gem:8345, oredict.gemForcillium.name
gregtech:gt.meta.gem:8347, oredict.gemCertusQuartz.name
gregtech:gt.meta.gem:8365, oredict.gemLigniteCoke.name
gregtech:gt.meta.gem:9101, oredict.gemAlmandine.name
gregtech:gt.meta.gem:9102, oredict.gemAndradite.name
gregtech:gt.meta.gem:9119, oredict.gemGrossular.name
gregtech:gt.meta.gem:9127, oredict.gemPyrope.name
gregtech:gt.meta.gem:9129, oredict.gemSpessartine.name
gregtech:gt.meta.gem:9135, oredict.gemUvarovite.name
gregtech:gt.meta.gem:9156, oredict.gemMalachite.name
gregtech:gt.meta.gem:9180, oredict.gemQuartzite.name
gregtech:gt.meta.gem:9802, oredict.gemIce.name
gregtech:gt.meta.gemFlawless:8001, oredict.gemFlawlessGlass.name
gregtech:gt.meta.gemFlawless:8300, oredict.gemFlawlessDiamond.name
gregtech:gt.meta.gemFlawless:8301, oredict.gemFlawlessEmerald.name
gregtech:gt.meta.gemFlawless:8302, oredict.gemFlawlessRuby.name
gregtech:gt.meta.gemFlawless:8303, oredict.gemFlawlessBalasRuby.name
gregtech:gt.meta.gemFlawless:8304, oredict.gemFlawlessSapphire.name
gregtech:gt.meta.gemFlawless:8305, oredict.gemFlawlessGreenSapphire.name
gregtech:gt.meta.gemFlawless:8306, oredict.gemFlawlessTopaz.name
gregtech:gt.meta.gemFlawless:8307, oredict.gemFlawlessBlueTopaz.name
gregtech:gt.meta.gemFlawless:8308, oredict.gemFlawlessTanzanite.name
gregtech:gt.meta.gemFlawless:8309, oredict.gemFlawlessJasper.name
gregtech:gt.meta.gemFlawless:8310, oredict.gemFlawlessAmber.name
gregtech:gt.meta.gemFlawless:8311, oredict.gemFlawlessOlivine.name
gregtech:gt.meta.gemFlawless:8312, oredict.gemFlawlessOpal.name
gregtech:gt.meta.gemFlawless:8313, oredict.gemFlawlessAmethyst.name
gregtech:gt.meta.gemFlawless:8314, oredict.gemFlawlessOrangeSapphire.name
gregtech:gt.meta.gemFlawless:8315, oredict.gemFlawlessYellowSapphire.name
gregtech:gt.meta.gemFlawless:8321, oredict.gemFlawlessJade.name
gregtech:gt.meta.gemFlawless:8322, oredict.gemFlawlessCraponite.name
gregtech:gt.meta.gemFlawless:8323, oredict.gemFlawlessAquamarine.name
gregtech:gt.meta.gemFlawless:8324, oredict.gemFlawlessMorganite.name
gregtech:gt.meta.gemFlawless:8325, oredict.gemFlawlessDioptase.name
gregtech:gt.meta.gemFlawless:8326, oredict.gemFlawlessSpinel.name
gregtech:gt.meta.gemFlawless:8328, oredict.gemFlawlessBlueSapphire.name
gregtech:gt.meta.gemFlawless:8352, oredict.gemFlawlessInfusedAir.name
gregtech:gt.meta.gemFlawless:8353, oredict.gemFlawlessInfusedFire.name
gregtech:gt.meta.gemFlawless:8354, oredict.gemFlawlessInfusedEarth.name
gregtech:gt.meta.gemFlawless:8355, oredict.gemFlawlessInfusedWater.name
gregtech:gt.meta.gemFlawless:8356, oredict.gemFlawlessInfusedEntropy.name
gregtech:gt.meta.gemFlawless:8357, oredict.gemFlawlessInfusedOrder.name
gregtech:gt.meta.gemFlawless:9101, oredict.gemFlawlessAlmandine.name
gregtech:gt.meta.gemFlawless:9102, oredict.gemFlawlessAndradite.name
gregtech:gt.meta.gemFlawless:9119, oredict.gemFlawlessGrossular.name
gregtech:gt.meta.gemFlawless:9127, oredict.gemFlawlessPyrope.name
gregtech:gt.meta.gemFlawless:9129, oredict.gemFlawlessSpessartine.name
gregtech:gt.meta.gemFlawless:9135, oredict.gemFlawlessUvarovite.name
gregtech:gt.meta.gemExquisite:8001, oredict.gemExquisiteGlass.name
gregtech:gt.meta.gemExquisite:8300, oredict.gemExquisiteDiamond.name
gregtech:gt.meta.gemExquisite:8301, oredict.gemExquisiteEmerald.name
gregtech:gt.meta.gemExquisite:8302, oredict.gemExquisiteRuby.name
gregtech:gt.meta.gemExquisite:8303, oredict.gemExquisiteBalasRuby.name
gregtech:gt.meta.gemExquisite:8304, oredict.gemExquisiteSapphire.name
gregtech:gt.meta.gemExquisite:8305, oredict.gemExquisiteGreenSapphire.name
gregtech:gt.meta.gemExquisite:8306, oredict.gemExquisiteTopaz.name
gregtech:gt.meta.gemExquisite:8307, oredict.gemExquisiteBlueTopaz.name
gregtech:gt.meta.gemExquisite:8308, oredict.gemExquisiteTanzanite.name
gregtech:gt.meta.gemExquisite:8309, oredict.gemExquisiteJasper.name
gregtech:gt.meta.gemExquisite:8310, oredict.gemExquisiteAmber.name
gregtech:gt.meta.gemExquisite:8311, oredict.gemExquisiteOlivine.name
gregtech:gt.meta.gemExquisite:8312, oredict.gemExquisiteOpal.name
gregtech:gt.meta.gemExquisite:8313, oredict.gemExquisiteAmethyst.name
gregtech:gt.meta.gemExquisite:8314, oredict.gemExquisiteOrangeSapphire.name
gregtech:gt.meta.gemExquisite:8315, oredict.gemExquisiteYellowSapphire.name
gregtech:gt.meta.gemExquisite:8321, oredict.gemExquisiteJade.name
gregtech:gt.meta.gemExquisite:8322, oredict.gemExquisiteCraponite.name
gregtech:gt.meta.gemExquisite:8323, oredict.gemExquisiteAquamarine.name
gregtech:gt.meta.gemExquisite:8324, oredict.gemExquisiteMorganite.name
gregtech:gt.meta.gemExquisite:8325, oredict.gemExquisiteDioptase.name
gregtech:gt.meta.gemExquisite:8326, oredict.gemExquisiteSpinel.name
gregtech:gt.meta.gemExquisite:8328, oredict.gemExquisiteBlueSapphire.name
gregtech:gt.meta.gemExquisite:8352, oredict.gemExquisiteInfusedAir.name
gregtech:gt.meta.gemExquisite:8353, oredict.gemExquisiteInfusedFire.name
gregtech:gt.meta.gemExquisite:8354, oredict.gemExquisiteInfusedEarth.name
gregtech:gt.meta.gemExquisite:8355, oredict.gemExquisiteInfusedWater.name
gregtech:gt.meta.gemExquisite:8356, oredict.gemExquisiteInfusedEntropy.name
gregtech:gt.meta.gemExquisite:8357, oredict.gemExquisiteInfusedOrder.name
gregtech:gt.meta.gemExquisite:9101, oredict.gemExquisiteAlmandine.name
gregtech:gt.meta.gemExquisite:9102, oredict.gemExquisiteAndradite.name
gregtech:gt.meta.gemExquisite:9119, oredict.gemExquisiteGrossular.name
gregtech:gt.meta.gemExquisite:9127, oredict.gemExquisitePyrope.name
gregtech:gt.meta.gemExquisite:9129, oredict.gemExquisiteSpessartine.name
gregtech:gt.meta.gemExquisite:9135, oredict.gemExquisiteUvarovite.name
gregtech:gt.meta.gemLegendary:8001, oredict.gemLegendaryGlass.name
gregtech:gt.meta.gemLegendary:8300, oredict.gemLegendaryDiamond.name
gregtech:gt.meta.gemLegendary:8301, oredict.gemLegendaryEmerald.name
gregtech:gt.meta.gemLegendary:8302, oredict.gemLegendaryRuby.name
gregtech:gt.meta.gemLegendary:8303, oredict.gemLegendaryBalasRuby.name
gregtech:gt.meta.gemLegendary:8304, oredict.gemLegendarySapphire.name
gregtech:gt.meta.gemLegendary:8305, oredict.gemLegendaryGreenSapphire.name
gregtech:gt.meta.gemLegendary:8306, oredict.gemLegendaryTopaz.name
gregtech:gt.meta.gemLegendary:8307, oredict.gemLegendaryBlueTopaz.name
gregtech:gt.meta.gemLegendary:8308, oredict.gemLegendaryTanzanite.name
gregtech:gt.meta.gemLegendary:8309, oredict.gemLegendaryJasper.name
gregtech:gt.meta.gemLegendary:8310, oredict.gemLegendaryAmber.name
gregtech:gt.meta.gemLegendary:8311, oredict.gemLegendaryOlivine.name
gregtech:gt.meta.gemLegendary:8312, oredict.gemLegendaryOpal.name
gregtech:gt.meta.gemLegendary:8313, oredict.gemLegendaryAmethyst.name
gregtech:gt.meta.gemLegendary:8314, oredict.gemLegendaryOrangeSapphire.name
gregtech:gt.meta.gemLegendary:8315, oredict.gemLegendaryYellowSapphire.name
gregtech:gt.meta.gemLegendary:8321, oredict.gemLegendaryJade.name
gregtech:gt.meta.gemLegendary:8322, oredict.gemLegendaryCraponite.name
gregtech:gt.meta.gemLegendary:8323, oredict.gemLegendaryAquamarine.name
gregtech:gt.meta.gemLegendary:8324, oredict.gemLegendaryMorganite.name
gregtech:gt.meta.gemLegendary:8325, oredict.gemLegendaryDioptase.name
gregtech:gt.meta.gemLegendary:8326, oredict.gemLegendarySpinel.name
gregtech:gt.meta.gemLegendary:8328, oredict.gemLegendaryBlueSapphire.name
gregtech:gt.meta.gemLegendary:8352, oredict.gemLegendaryInfusedAir.name
gregtech:gt.meta.gemLegendary:8353, oredict.gemLegendaryInfusedFire.name
gregtech:gt.meta.gemLegendary:8354, oredict.gemLegendaryInfusedEarth.name
gregtech:gt.meta.gemLegendary:8355, oredict.gemLegendaryInfusedWater.name
gregtech:gt.meta.gemLegendary:8356, oredict.gemLegendaryInfusedEntropy.name
gregtech:gt.meta.gemLegendary:8357, oredict.gemLegendaryInfusedOrder.name
gregtech:gt.meta.gemLegendary:9101, oredict.gemLegendaryAlmandine.name
gregtech:gt.meta.gemLegendary:9102, oredict.gemLegendaryAndradite.name
gregtech:gt.meta.gemLegendary:9119, oredict.gemLegendaryGrossular.name
gregtech:gt.meta.gemLegendary:9127, oredict.gemLegendaryPyrope.name
gregtech:gt.meta.gemLegendary:9129, oredict.gemLegendarySpessartine.name
gregtech:gt.meta.gemLegendary:9135, oredict.gemLegendaryUvarovite.name
gregtech:gt.meta.boule:140, oredict.bouleSilicon.name
gregtech:gt.meta.boule:8733, oredict.bouleRedstoneAlloy.name
gregtech:gt.meta.nugget:40, oredict.nuggetBeryllium.name
gregtech:gt.meta.nugget:50, oredict.nuggetBoron.name
gregtech:gt.meta.nugget:120, oredict.nuggetMagnesium.name
gregtech:gt.meta.nugget:130, oredict.nuggetAluminium.name
gregtech:gt.meta.nugget:140, oredict.nuggetSilicon.name
gregtech:gt.meta.nugget:220, oredict.nuggetTitanium.name
gregtech:gt.meta.nugget:230, oredict.nuggetVanadium.name
gregtech:gt.meta.nugget:240, oredict.nuggetChromium.name
gregtech:gt.meta.nugget:250, oredict.nuggetManganese.name
gregtech:gt.meta.nugget:260, oredict.nuggetIron.name
gregtech:gt.meta.nugget:270, oredict.nuggetCobalt.name
gregtech:gt.meta.nugget:278, oredict.nuggetCobalt60.name
gregtech:gt.meta.nugget:280, oredict.nuggetNickel.name
gregtech:gt.meta.nugget:290, oredict.nuggetCopper.name
gregtech:gt.meta.nugget:300, oredict.nuggetZinc.name
gregtech:gt.meta.nugget:310, oredict.nuggetGallium.name
gregtech:gt.meta.nugget:320, oredict.nuggetGermanium.name
gregtech:gt.meta.nugget:370, oredict.nuggetRubidium.name
gregtech:gt.meta.nugget:380, oredict.nuggetStrontium.name
gregtech:gt.meta.nugget:390, oredict.nuggetYttrium.name
gregtech:gt.meta.nugget:400, oredict.nuggetZirconium.name
gregtech:gt.meta.nugget:410, oredict.nuggetNiobium.name
gregtech:gt.meta.nugget:420, oredict.nuggetMolybdenum.name
gregtech:gt.meta.nugget:440, oredict.nuggetRuthenium.name
gregtech:gt.meta.nugget:450, oredict.nuggetRhodium.name
gregtech:gt.meta.nugget:460, oredict.nuggetPalladium.name
gregtech:gt.meta.nugget:470, oredict.nuggetSilver.name
gregtech:gt.meta.nugget:480, oredict.nuggetCadmium.name
gregtech:gt.meta.nugget:490, oredict.nuggetIndium.name
gregtech:gt.meta.nugget:500, oredict.nuggetTin.name
gregtech:gt.meta.nugget:510, oredict.nuggetAntimony.name
gregtech:gt.meta.nugget:580, oredict.nuggetCerium.name
gregtech:gt.meta.nugget:600, oredict.nuggetNeodymium.name
gregtech:gt.meta.nugget:720, oredict.nuggetHafnium.name
gregtech:gt.meta.nugget:730, oredict.nuggetTantalum.name
gregtech:gt.meta.nugget:740, oredict.nuggetTungsten.name
gregtech:gt.meta.nugget:750, oredict.nuggetRhenium.name
gregtech:gt.meta.nugget:760, oredict.nuggetOsmiumElemental.name
gregtech:gt.meta.nugget:770, oredict.nuggetIridium.name
gregtech:gt.meta.nugget:780, oredict.nuggetPlatinum.name
gregtech:gt.meta.nugget:820, oredict.nuggetLead.name
gregtech:gt.meta.nugget:830, oredict.nuggetBismuth.name
gregtech:gt.meta.nugget:880, oredict.nuggetRadium.name
gregtech:gt.meta.nugget:900, oredict.nuggetThorium.name
gregtech:gt.meta.nugget:920, oredict.nuggetUranium.name
gregtech:gt.meta.nugget:921, oredict.nuggetUranium235.name
gregtech:gt.meta.nugget:940, oredict.nuggetPlutonium.name
gregtech:gt.meta.nugget:943, oredict.nuggetPlutonium241.name
gregtech:gt.meta.nugget:945, oredict.nuggetPlutonium243.name
gregtech:gt.meta.nugget:950, oredict.nuggetAmericium.name
gregtech:gt.meta.nugget:951, oredict.nuggetAmericium241.name
gregtech:gt.meta.nugget:1260, oredict.nuggetTrinium.name
gregtech:gt.meta.nugget:1740, oredict.nuggetNaquadah.name
gregtech:gt.meta.nugget:1741, oredict.nuggetNaquadahEnriched.name
gregtech:gt.meta.nugget:1742, oredict.nuggetNaquadria.name
gregtech:gt.meta.nugget:2220, oredict.nuggetAdamantium.name
gregtech:gt.meta.nugget:8217, oredict.nuggetRubber.name
gregtech:gt.meta.nugget:8218, oredict.nuggetPlastic.name
gregtech:gt.meta.nugget:8343, oredict.nuggetForce.name
gregtech:gt.meta.nugget:8360, oredict.nuggetPeat.name
gregtech:gt.meta.nugget:8361, oredict.nuggetPeatBituminous.name
gregtech:gt.meta.nugget:8503, oredict.nuggetNetherBrick.name
gregtech:gt.meta.nugget:8600, oredict.nuggetElectrum.name
gregtech:gt.meta.nugget:8601, oredict.nuggetSterlingSilver.name
gregtech:gt.meta.nugget:8602, oredict.nuggetRoseGold.name
gregtech:gt.meta.nugget:8603, oredict.nuggetAngmallen.name
gregtech:gt.meta.nugget:8604, oredict.nuggetGoldInductive.name
gregtech:gt.meta.nugget:8605, oredict.nuggetCdInAgAlloy.name
gregtech:gt.meta.nugget:8606, oredict.nuggetGildedIron.name
gregtech:gt.meta.nugget:8610, oredict.nuggetBronze.name
gregtech:gt.meta.nugget:8611, oredict.nuggetBlackBronze.name
gregtech:gt.meta.nugget:8612, oredict.nuggetBismuthBronze.name
gregtech:gt.meta.nugget:8613, oredict.nuggetHepatizon.name
gregtech:gt.meta.nugget:8620, oredict.nuggetBrass.name
gregtech:gt.meta.nugget:8621, oredict.nuggetCobaltBrass.name
gregtech:gt.meta.nugget:8622, oredict.nuggetAluminiumAlloy.name
gregtech:gt.meta.nugget:8630, oredict.nuggetSteel.name
gregtech:gt.meta.nugget:8631, oredict.nuggetBlackSteel.name
gregtech:gt.meta.nugget:8632, oredict.nuggetRedSteel.name
gregtech:gt.meta.nugget:8633, oredict.nuggetBlueSteel.name
gregtech:gt.meta.nugget:8634, oredict.nuggetDamascusSteel.name
gregtech:gt.meta.nugget:8635, oredict.nuggetTungstensteel.name
gregtech:gt.meta.nugget:8636, oredict.nuggetStainlessSteel.name
gregtech:gt.meta.nugget:8637, oredict.nuggetHSLASteel.name
gregtech:gt.meta.nugget:8638, oredict.nuggetTungstenCarbide.name
gregtech:gt.meta.nugget:8639, oredict.nuggetHSLASpringSteel.name
gregtech:gt.meta.nugget:8640, oredict.nuggetAnnealedCopper.name
gregtech:gt.meta.nugget:8641, oredict.nuggetDeepIron.name
gregtech:gt.meta.nugget:8642, oredict.nuggetPigIron.name
gregtech:gt.meta.nugget:8643, oredict.nuggetWroughtIron.name
gregtech:gt.meta.nugget:8644, oredict.nuggetIronCompressed.name
gregtech:gt.meta.nugget:8645, oredict.nuggetIronMagnetic.name
gregtech:gt.meta.nugget:8646, oredict.nuggetSteelMagnetic.name
gregtech:gt.meta.nugget:8647, oredict.nuggetNeodymiumMagnetic.name
gregtech:gt.meta.nugget:8648, oredict.nuggetDarkIron.name
gregtech:gt.meta.nugget:8649, oredict.nuggetMeteoricIron.name
gregtech:gt.meta.nugget:8650, oredict.nuggetMeteoricSteel.name
gregtech:gt.meta.nugget:8651, oredict.nuggetSteelGalvanized.name
gregtech:gt.meta.nugget:8652, oredict.nuggetTungstenSintered.name
gregtech:gt.meta.nugget:8658, oredict.nuggetElectrotineAlloy.name
gregtech:gt.meta.nugget:8659, oredict.nuggetBlueAlloy.name
gregtech:gt.meta.nugget:8660, oredict.nuggetRedAlloy.name
gregtech:gt.meta.nugget:8661, oredict.nuggetInvar.name
gregtech:gt.meta.nugget:8662, oredict.nuggetCupronickel.name
gregtech:gt.meta.nugget:8663, oredict.nuggetNichrome.name
gregtech:gt.meta.nugget:8664, oredict.nuggetKanthal.name
gregtech:gt.meta.nugget:8665, oredict.nuggetMagnalium.name
gregtech:gt.meta.nugget:8666, oredict.nuggetUltimet.name
gregtech:gt.meta.nugget:8667, oredict.nuggetTinAlloy.name
gregtech:gt.meta.nugget:8668, oredict.nuggetBatteryAlloy.name
gregtech:gt.meta.nugget:8669, oredict.nuggetSolderingAlloy.name
gregtech:gt.meta.nugget:8670, oredict.nuggetShadowIron.name
gregtech:gt.meta.nugget:8671, oredict.nuggetShadowSteel.name
gregtech:gt.meta.nugget:8672, oredict.nuggetIronWood.name
gregtech:gt.meta.nugget:8673, oredict.nuggetSteeleaf.name
gregtech:gt.meta.nugget:8674, oredict.nuggetKnightmetal.name
gregtech:gt.meta.nugget:8675, oredict.nuggetFierySteel.name
gregtech:gt.meta.nugget:8676, oredict.nuggetAstralSilver.name
gregtech:gt.meta.nugget:8677, oredict.nuggetMidasium.name
gregtech:gt.meta.nugget:8678, oredict.nuggetMithril.name
gregtech:gt.meta.nugget:8680, oredict.nuggetDarkThaumium.name
gregtech:gt.meta.nugget:8682, oredict.nuggetOsmiridium.name
gregtech:gt.meta.nugget:8683, oredict.nuggetSunnarium.name
gregtech:gt.meta.nugget:8684, oredict.nuggetTrinaquadalloy.name
gregtech:gt.meta.nugget:8685, oredict.nuggetChromiumDioxide.name
gregtech:gt.meta.nugget:8686, oredict.nuggetVanadiumGallium.name
gregtech:gt.meta.nugget:8687, oredict.nuggetYttriumBariumCuprate.name
gregtech:gt.meta.nugget:8688, oredict.nuggetNiobiumNitride.name
gregtech:gt.meta.nugget:8689, oredict.nuggetNiobiumTitanium.name
gregtech:gt.meta.nugget:8700, oredict.nuggetAluminiumBrass.name
gregtech:gt.meta.nugget:8701, oredict.nuggetAredrite.name
gregtech:gt.meta.nugget:8702, oredict.nuggetAlumite.name
gregtech:gt.meta.nugget:8703, oredict.nuggetManyullyn.name
gregtech:gt.meta.nugget:8704, oredict.nuggetVibraniumSteel.name
gregtech:gt.meta.nugget:8705, oredict.nuggetVibraniumSilver.name
gregtech:gt.meta.nugget:8706, oredict.nuggetVibramantium.name
gregtech:gt.meta.nugget:8707, oredict.nuggetArdite.name
gregtech:gt.meta.nugget:8708, oredict.nuggetSignalum.name
gregtech:gt.meta.nugget:8709, oredict.nuggetLumium.name
gregtech:gt.meta.nugget:8710, oredict.nuggetEnderium.name
gregtech:gt.meta.nugget:8711, oredict.nuggetElectrumFlux.name
gregtech:gt.meta.nugget:8715, oredict.nuggetYellorium.name
gregtech:gt.meta.nugget:8716, oredict.nuggetBlutonium.name
gregtech:gt.meta.nugget:8717, oredict.nuggetCyanite.name
gregtech:gt.meta.nugget:8718, oredict.nuggetBedrockHSLAAlloy.name
gregtech:gt.meta.nugget:8719, oredict.nuggetOsmium.name
gregtech:gt.meta.nugget:8725, oredict.nuggetPulsatingIron.name
gregtech:gt.meta.nugget:8726, oredict.nuggetVibrantAlloy.name
gregtech:gt.meta.nugget:8727, oredict.nuggetConductiveIron.name
gregtech:gt.meta.nugget:8728, oredict.nuggetEnergeticAlloy.name
gregtech:gt.meta.nugget:8729, oredict.nuggetEnderiumBase.name
gregtech:gt.meta.nugget:8730, oredict.nuggetElectricalSteel.name
gregtech:gt.meta.nugget:8731, oredict.nuggetDarkSteel.name
gregtech:gt.meta.nugget:8732, oredict.nuggetSoularium.name
gregtech:gt.meta.nugget:8733, oredict.nuggetRedstoneAlloy.name
gregtech:gt.meta.nugget:8750, oredict.nuggetDesh.name
gregtech:gt.meta.nugget:8751, oredict.nuggetDuranium.name
gregtech:gt.meta.nugget:8752, oredict.nuggetTritanium.name
gregtech:gt.meta.nugget:8760, oredict.nuggetAlduorite.name
gregtech:gt.meta.nugget:8761, oredict.nuggetInfuscolium.name
gregtech:gt.meta.nugget:8762, oredict.nuggetRubracium.name
gregtech:gt.meta.nugget:8763, oredict.nuggetMeutoite.name
gregtech:gt.meta.nugget:8764, oredict.nuggetLemurite.name
gregtech:gt.meta.nugget:8765, oredict.nuggetCeruclase.name
gregtech:gt.meta.nugget:8766, oredict.nuggetAtlarus.name
gregtech:gt.meta.nugget:8767, oredict.nuggetOureclase.name
gregtech:gt.meta.nugget:8768, oredict.nuggetKalendrite.name
gregtech:gt.meta.nugget:8769, oredict.nuggetOrichalcum.name
gregtech:gt.meta.nugget:8770, oredict.nuggetCarmot.name
gregtech:gt.meta.nugget:8771, oredict.nuggetSanguinite.name
gregtech:gt.meta.nugget:8772, oredict.nuggetVyroxeres.name
gregtech:gt.meta.nugget:8773, oredict.nuggetEximite.name
gregtech:gt.meta.nugget:8774, oredict.nuggetPrometheum.name
gregtech:gt.meta.nugget:8775, oredict.nuggetIgnatius.name
gregtech:gt.meta.nugget:8776, oredict.nuggetVulcanite.name
gregtech:gt.meta.nugget:8777, oredict.nuggetInolashite.name
gregtech:gt.meta.nugget:8778, oredict.nuggetHaderoth.name
gregtech:gt.meta.nugget:8779, oredict.nuggetCelenegil.name
